"AMTRAK","IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","CauseCat"
,"08","03","CSX","000044370",,,"","","08","03","CSX","000044370",,"","08","03","13",7.00,20.00,"PM","12",0.00,0.00,0.00,0.00,"JACKSONVILLE","WAYCROSS","0587.0","13",65.00,"3","1","015","E","","4",0.00,"6","N","LONG LADDER BOWL","1","000000","2","NAHX","056283","001","Y","","","000","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1855.00,500.00,"M407","",0.00,0.00,0.00,0.00,"M407","2","1","015",22358.00,,"13C299",0.00,"000000",0.00,"0","0","0","0","","","","","3","3",,"1L",,"JACKSO","N",111.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"WARE","299","","","","N","",,"DURING HUMP OPERATIONS TWO CARS ROLLED OUT OF TRACK B21 AND STRUCK CARS BEING SWITCHED IN TRACK F10","BY Y29013.^","","","","","","","","","","","","","","0",0.00,0.00,
,"08","03","CSX","000044441",,,"","","08","03","CSX","000044441",,"","08","03","14",6.00,55.00,"PM","12",0.00,0.00,0.00,0.00,"FLORENCE","HAMLET","0249.0","37",65.00,"3","1","009","E","","2",0.00,"6","N","C45","1","000000","2","IFRX","001055","001","N","","","000","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,102.00,0.00,"T199","",0.00,0.00,0.00,0.00,"T199","2","1","009",9194.00,,"37C153",0.00,"000000",0.00,"0","0","0","0","","","","","1","3",,"1L",,"FLOREN","N",292.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"RICHMOND","153","","","","N","",,"IFRX1055 HUMPED INTO C45 COUPLED INTO TWO ROLLING CARS. THE SLACK STRETCHED AND THE INERTIA FROM THI","S CAUSED THE CARS TO ROLL BACK TOWARD THE HUMP BECAUSE THE ENTRANCE OF THE TRACK SLOPES DOWNHILL TOW","ARD THE HUMP. CARS ROLLED INTO THE FOUL OF THE C48 ALLOWING THE CARS TO CORNER UTLX649287.**","","","","","","","","","","","","","0",0.00,0.00,
,"08","03","CSX","000044441",,,"","","08","03","CSX","000044441",,"","08","03","14",6.00,55.00,"PM","12",0.00,0.00,0.00,0.00,"FLORENCE","HAMLET","0249.0","37",65.00,"3","1","000","E","","2",0.00,"5","N","C48","1","000000","2","UTLX","649287","001","N","","","000","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9092.00,0.00,"T199","",0.00,0.00,0.00,0.00,"T199","2","1","009",9194.00,,"37C153",0.00,"000000",0.00,"0","0","0","0","","","","","3","3",,"1L",,"FLOREN","N",292.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"RICHMOND","153","","","","N","",,"IFRX1055 HUMPED INTO C45 COUPLED INTO TWO ROLLING CARS. THE SLACK STRETCHED AND THE INERTIA FROM THI","S CAUSED THE CARS TO ROLL BACK TOWARD THE HUMP BECAUSE THE ENTRANCE OF THE TRACK SLOPES DOWNHILL TOW","ARD THE HUMP. CARS ROLLED INTO THE FOUL OF THE C48 ALLOWING THE CARS TO CORNER UTLX649287.**","","","","","","","","","","","","","0",0.00,0.00,
,"08","03","CSX","000044469",,,"","","08","03","CSX","000044469",,"155320E","08","03","16",3.00,0.00,"AM","07",1.00,0.00,0.00,0.00,"CHICAGO","AUBURN","0124.2","18",40.00,"4","1","060","R","Q137","4",2921.00,"1","Y","1 MAIN","4","000133","1","CSXT","007877","001","N","","","000","",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5000.00,5000.00,"M301","M308",0.00,1.00,0.00,1.00,"M301","1","4","060",10000.00,,"18C033",1.00,"000000",0.00,"1","0","1","0","04","50","04","50","1","4",,"1L",,"CHICAG","E",235.00,,"2008",0.00,0.00,0.00,0.00,0.00,1.00,"DE KALB","033","","","","N","",,"MOTORIST STOPPED AT CROSSING GATE, BACKED UP & WENT AROUND LOWERED GATES & WAS STRUCK BY Q13714.  SI","GNAL POLE DAMAGED.  DRIVER INJURED.  PROTECTION ALSO AT CROSSING: ADVANCE WARNING & PAVEMENT MARKING","S (STOP LINES & RR XING SYMBOLS).**","","","","","","","","","","","","","0",0.00,0.00,
,"08","03","CSX","000044477",,,"","","08","03","CSX","000044477",,"","08","03","14",4.00,45.00,"AM","12",0.00,0.00,0.00,0.00,"ATLANTA","MONTGOMERY","0489.0","01",55.00,"4","2","000","E","","2",0.00,"5","N","N03","1","","2","UTLX","201110","001","N","","","000","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16989.00,0.00,"H302","",0.00,0.00,0.00,0.00,"H302","2","1","002",17119.00,,"01C101",0.00,"000000",0.00,"0","0","0","0","","","","","3","3",,"1L",,"ATLANT","N",122.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"MONTGOMERY","101","","","","N","",,"Y39113 KICKED CAR INTO TRACK N03 THAT DID NOT CLEAR THEN KICKED ANOTHER CAR INTO TRACK N04 THAT SIDE","SWIPED THE FIRST CAR.^","","","","","","","","","","","","","","0",0.00,0.00,
,"08","03","CSX","000044477",,,"","","08","03","CSX","000044477",,"","08","03","14",4.00,45.00,"AM","12",0.00,0.00,0.00,0.00,"ATLANTA","MONTGOMERY","0489.0","01",55.00,"4","2","002","E","","2",0.00,"5","N","N03","1","","2","NYC","581449","001","Y","","","000","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.00,0.00,"H302","",0.00,0.00,0.00,0.00,"H302","2","1","002",17119.00,,"01C101",0.00,"000000",0.00,"0","0","0","0","","","","","1","3",,"1L",,"ATLANT","N",122.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"MONTGOMERY","101","","","","N","",,"Y39113 KICKED CAR INTO TRACK N03 THAT DID NOT CLEAR THEN KICKED ANOTHER CAR INTO TRACK N04 THAT SIDE","SWIPED THE FIRST CAR.^","","","","","","","","","","","","","","0",0.00,0.00,
,"08","03","CSX","000044491",,,"","","08","03","CSX","000044491",,"622336P","08","03","17",10.00,52.00,"PM","07",0.00,0.00,0.00,0.00,"JACKSONVILLE","TAFT","0797.7","12",70.00,"4","1","007","E","A032","2",1650.00,"4","Y","MAIN","4","000008","1","CSXT","999041","001","Y","","","000","",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,3500.00,340000.00,"M303","",0.00,2.00,0.00,2.00,"M303","1","4","007",343500.00,,"12C095",2.00,"000000",0.00,"1","0","1","0","09","52","09","52","1","3",,"1L",,"JACKSO","E",272.00,,"2008",0.00,1.00,0.00,0.00,0.00,1.00,"ORANGE","095","00","00","","N","",,"A03217 SHOVING INTO SIDING OFF MAIN STRUCK SEMI TRUCK-TRAILER, DERAILING RAILCAR CSXT 999041. EXTENS","IVE TRACK & SIGNAL DAMAGES. INJURIES TO TRUCK DRIVER AND TRAIN CONDUCTOR. PROTECTION ALSO AT CROSSIN","G: ADVANCE WARNING AND PAVEMENT MARKINGS (STOP LINES & RR XING SYMBOLS).","","","","","","","","","","","","","0",0.00,0.00,
,"08","03","CSX","000044532",,,"","","08","03","CSX","000044532",,"","08","03","18",9.00,0.00,"AM","01",0.00,0.00,0.00,0.00,"APPALACHIAN","KINGSPORT","0094.0","47",55.00,"2","1","004","E","","1",0.00,"6","N","N12","1","000000","2","GATX","001918","001","N","","","000","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,13500.00,200.00,"H312","",0.00,0.00,0.00,0.00,"H312","2","1","004",13700.00,,"47C163",0.00,"000000",0.00,"0","0","0","0","","","","","1","3",,"1L",,"APPALA","N",46.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"SULLIVAN","163","","","","N","",,"Y12218 DERAILED CARS ACCOUNT PASSED COUPLERS.^","","","","","","","","","","","","","","","0",0.00,0.00,
,"08","03","CSX","000044533",,,"","","08","03","CSX","000044533",,"","08","03","18",6.00,15.00,"PM","01",0.00,0.00,0.00,0.00,"NASHVILLE","CHATTANOOGA","0146.0","47",50.00,"2","1","007","R","Q210","1",3094.00,"1","Y","W02","1","0000.0","2","TTXX","971403","017","Y","TTGX","942787","018","Y",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,20.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,12868.00,700.00,"E64C","",0.00,0.00,0.00,0.00,"E64C","2","1","007",13568.00,,"47C065",0.00,"000000",0.00,"1","0","1","0","09","30","09","30","1","3",,"1L",,"NASHVI","N",73.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"HAMILTON","065","","","","N","",,"DERAILMENT OCCURRED AFTER CREW LINED SWITCH AND BEGAN MOVING INTO TRACK.#","","","","","","","","","","","","","","","0",0.00,0.00,
,"08","03","CSX","000044564",,,"","","08","03","CSX","000044564",,"","08","03","19",5.00,45.00,"PM","01",3.00,0.00,0.00,0.00,"NASHVILLE","EVANSVILLE","0323.0","18",60.00,"2","3","004","R","Q591","1",1500.00,"1","Y","TRACK 6","1","000000","2","BNBX","300134","021","Y","","","000","",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.00,0.00,14.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,43339.00,200.00,"T221","",0.00,0.00,0.00,0.00,"T221","2","1","004",52215.00,,"18C163",0.00,"000000",0.00,"1","0","1","0","06","35","03","35","1","4",,"1L",,"NASHVI","N",79.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"VANDERBURGH","163","","","","N","",,"Q59118 WAS PULLING THRU TRACK WHEN CARS DERAILED AND STRUCK CARS ON TRACK S07.#","","","","","","","","","","","","","","","0",0.00,0.00,
,"08","03","CSX","000044564",,,"","","08","03","CSX","000044564",,"","08","03","19",5.00,45.00,"PM","01",0.00,0.00,0.00,0.00,"NASHVILLE","EVANSVILLE","0323.0","18",60.00,"2","3","000","E","","1",0.00,"6","N","TRACK S07","1","000000","2","TILX","640516","013","Y","","","000","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8676.00,0.00,"T221","",0.00,0.00,0.00,0.00,"T221","2","1","004",52215.00,,"18C163",0.00,"000000",0.00,"0","0","0","0","","","","","3","4",,"1L",,"NASHVI","N",79.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"VANDERBURGH","163","","","","N","",,"Q59118 WAS PULLING THRU TRACK WHEN CARS DERAILED AND STRUCK CARS ON TRACK S07.#","","","","","","","","","","","","","","","0",0.00,0.00,
,"08","03","CSX","000044635",,,"","","08","03","CSX","000044635",,"","08","03","21",9.00,20.00,"AM","01",0.00,0.00,0.00,0.00,"APPALACHIAN","LONDON","0158.2","21",45.00,"2","1","019","R","K802","2",383.00,"1","Y","MAINLINE","4","000035","1","CSXT","260783","062","Y","CSXT","260783","062","Y",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,65341.00,8000.00,"E53C","",0.00,0.00,0.00,0.00,"E53C","1","4","019",73341.00,,"21C125",0.00,"000000",0.00,"1","0","1","0","01","35","01","35","1","3",,"1L",,"APPALA","E",62.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"LAUREL","125","","","","N","",,"K80217 DERAILED CAR ACCOUNT JOURNAL FAILURE FROM OVERHEATING.^","","","","","","","","","","","","","","","0",0.00,0.00,
,"08","03","CSX","000044636",,,"","","08","03","CSX","000044636",,"","08","03","23",11.00,40.00,"AM","01",0.00,0.00,0.00,0.00,"CHICAGO","CHICAGO","0022.9","17",32.00,"2","1","016","R","V740","3",1287.00,"1","Y","TRACK 3","1","000053","1","PNUX","050134","111","Y","","","000","",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,125.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,123004.00,68000.00,"H699","",0.00,0.00,0.00,0.00,"H699","1","1","016",191004.00,,"17C031",0.00,"000000",0.00,"1","0","1","0","01","40","01","40","1","4",,"1L",,"CHICAG","E",123.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"COOK","031","00","00","","N","",,"CREW WAS PULLING OUT OF TRACK 3 ONTO TRACK 2 THROUGH 10 MPH TURNOUT AT 16 MPH AND DERAILED DUE TO EX","CESSIVE LATERAL FORCE.#","","","","","","","","","","","","","","0",0.00,0.00,
,"08","03","CSX","000044652",,,"","","08","03","CSX","000044652",,"","08","03","20",5.00,45.00,"PM","04",16.00,0.00,0.00,0.00,"ALBANY","SYRACUSE","0292.2","36",40.00,"2","2","000","R","Q632","4",7048.00,"1","Y","MAIN 2","4","000094","1","HPIX","088467","001","Y","","","000","",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,783.00,0.00,"M206","",0.00,0.00,0.00,0.00,"M206","1","4","048",16919.00,,"36C067",0.00,"000000",0.00,"1","0","1","0","05","45","05","45","3","1",,"1L",,"ALBANY","E",230.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"ONONDAGA","067","","","","N","",,"Q16719 WAS TRAVELING WESTBOUND ON TRACK ONE WHEN IT PASSED Q63220.  CONTAINER, PACU 888118, CAME OFF","CAR, DTTX729554, AND STRUCK HEAD CAR ON TRAIN Q63220.  CONTAINER STRUCK ENTIRE SOUTH SIDE OF Q16719","DAMAGING ALL TRAILING CARS.**","","","","","","","","","","","","","0",0.00,0.00,
,"08","03","CSX","000044652",,,"","","08","03","CSX","000044652",,"","08","03","20",5.00,45.00,"PM","04",2.00,0.00,0.00,0.00,"ALBANY","SYRACUSE","0292.2","36",40.00,"2","2","048","E","Q167","4",2000.00,"1","Y","MAIN","4","000094","1","DTTX","729554","003","Y","","","000","",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16136.00,0.00,"M206","",0.00,0.00,0.00,0.00,"M206","1","4","048",16919.00,,"36C067",0.00,"000000",0.00,"1","0","1","0","01","15","01","15","1","1",,"1L",,"ALBANY","E",230.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"ONONDAGA","067","","","","N","",,"Q16719 WAS TRAVELING WESTBOUND ON TRACK ONE WHEN IT PASSED Q63220.  CONTAINER, PACU 888118, CAME OFF","CAR, DTTX729554, AND STRUCK HEAD CAR ON TRAIN Q63220.  CONTAINER STRUCK ENTIRE SOUTH SIDE OF Q16719","DAMAGING ALL TRAILING CARS.**","","","","","","","","","","","","","0",0.00,0.00,
,"08","03","CSX","000044657",,,"","","08","03","CSX","000044657",,"","08","03","20",7.00,30.00,"AM","01",18.00,3.00,0.00,0.00,"DETROIT","WALBRIDGE","0118.0","39",34.00,"2","1","005","R","Q507","3",5357.00,"1","Y","H42","1","000000","2","GATX","000248","022","Y","","","000","",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.00,0.00,18.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,12400.00,400.00,"T111","",0.00,0.00,0.00,0.00,"T111","2","1","005",12800.00,,"39C173",0.00,"000000",0.00,"1","0","1","0","02","10","04","30","1","2",,"1L",,"DETROI","N",45.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"WOOD","173","","","","N","",,"DERAILMENT OCCURRED WHILE PULLING THRU HUMP.#","","","","","","","","","","","","","","","0",0.00,0.00,
,"08","03","CSX","000044689",,,"","","08","03","UP","0308PR025",,"","08","03","22",1.00,10.00,"PM","01",1.00,0.00,0.00,0.00,"CHICAGO","BEECHER","0034.3","17",40.00,"2","1","045","R","Q649","2",3128.00,"1","Y","TRACK 2","4","000038","1","SHPX","206108","023","N","","","000","",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,34.00,0.00,0.00,7.00,0.00,13.00,0.00,0.00,199822.00,0.00,"T211","",0.00,0.00,0.00,0.00,"T211","1","4","045",306488.00,,"17C197",0.00,"000000",0.00,"1","0","1","0","04","10","04","10","1","4",,"1L",,"CHICAG","G",52.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"WILL","197","","","","N","",,"CSX CREW DERAILED ON UPRR TRACK DUE TO RAIL DEFECT.#","","","","","","","","","","","","","","","0",0.00,0.00,
,"08","03","CSX","000044705",,,"","","08","03","CSX","000044705",,"","08","03","23",2.00,0.00,"PM","01",0.00,0.00,0.00,0.00,"GREAT LAKE","CLEVELAND","0162.4","39",38.00,"2","1","008","R","Q354","3",1200.00,"1","Y","LEAD","1","000000","2","CSXT","486281","044","Y","","","000","",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.00,0.00,8.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,8635.00,1000.00,"T111","",0.00,0.00,0.00,0.00,"T111","2","1","008",9635.00,,"39C035",0.00,"000000",0.00,"1","0","1","0","09","","09","","1","2",,"1L",,"GREAT","N",63.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"CUYAHOGA","035","","","","N","",,"WHILE PULLING INTO YARD, DERAILMENT OCCURRED DUE TO WIDE GAGE.#","","","","","","","","","","","","","","","0",0.00,0.00,
,"08","03","CSX","000044735",,,"","","08","03","CSX","000044735",,"","08","03","26",3.00,20.00,"AM","04",0.00,0.00,0.00,0.00,"FLORENCE","HAMLET","0249.0","37",44.00,"2","1","009","R","","2",0.00,"6","N","YARD","1","0000.0","2","CSXT","709249","001","Y","","","000","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,94.00,0.00,"E06C","",0.00,0.00,0.00,0.00,"E06C","2","1","009",24747.00,,"37C153",0.00,"000000",0.00,"0","0","0","0","","","","","1","3",,"1L",,"FLOREN","N",252.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"RICHMOND","153","","","","N","",,"CSXT709249 WAS HUMPED INTO C63 AS A 2 CAR CUT.  CAR DID NTO MAKE IT IN THE CLEAR DUE TO AIR BRAKES B","EING ON.  THE NDYX863374 WAS CUT OFF THE HUMP GOING TO C64 AND THE CARS CORNERED.  INVESTIGATION REV","EALED THE CSXT709249 HAD A BAD OR DEFECTIVE VALVE.**","","","","","","","","","","","","","0",0.00,0.00,
,"08","03","CSX","000044735",,,"","","08","03","CSX","000044735",,"","08","03","26",3.00,20.00,"AM","04",0.00,0.00,0.00,0.00,"FLORENCE","HAMLET","0249.0","37",44.00,"2","1","009","R","","2",0.00,"5","N","YARD","1","0000.0","2","NDYX","863374","001","Y","CSXT","709249","001","Y",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24653.00,0.00,"E06C","",0.00,0.00,0.00,0.00,"E06C","2","1","009",24747.00,,"37C153",0.00,"000000",0.00,"0","0","0","0","","","","","3","3",,"1L",,"FLOREN","N",252.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"RICHMOND","153","","","","N","",,"CSXT709249 WAS HUMPED INTO C63 AS A 2 CAR CUT.  CAR DID NTO MAKE IT IN THE CLEAR DUE TO AIR BRAKES B","EING ON.  THE NDYX863374 WAS CUT OFF THE HUMP GOING TO C64 AND THE CARS CORNERED.  INVESTIGATION REV","EALED THE CSXT709249 HAD A BAD OR DEFECTIVE VALVE.**","","","","","","","","","","","","","0",0.00,0.00,
,"08","03","CSX","000044742",,,"","","08","03","CSX","000044742",,"","08","03","25",5.00,32.00,"PM","01",1.00,0.00,0.00,0.00,"ATLANTA","TARRANT","0389.0","01",60.00,"2","1","002","R","Y292","2",0.00,"7","Y","3 TAIL POCKET","1","000000","2","PPGX","012224","010","Y","","","000","",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,15720.00,0.00,"H702","",0.00,0.00,0.00,0.00,"H702","2","1","002",15720.00,,"01C073",0.00,"000000",0.00,"1","0","1","0","02","32","02","32","1","3",,"1L",,"ATLANT","N",84.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"JEFFERSON","073","00","00","","N","",,"Y29225 PULLING OUT OF C17 FAILED TO LINE THE 3 TAIL POCKET SWITCH AND DERAILED CAR.^","","","","","","","","","","","","","","","3",0.00,0.00,
,"08","03","CSX","000044746",,,"","","08","03","CSX","000044746",,"","08","03","27",12.00,3.00,"AM","01",29.00,4.00,1.00,0.00,"BALTIMORE","RICHMOND","0004.9","51",50.00,"4","1","022","R","Q416","1",7200.00,"1","Y","TRACK 3","2","000128","1","CSXT","007338","003","N","CSXT","007338","003","N",3.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,50.00,0.00,33.00,0.00,0.00,5.00,0.00,9.00,0.00,0.00,493512.00,65000.00,"E64L","",0.00,0.00,0.00,0.00,"E64L","1","2","022",558512.00,,"51C087",0.00,"000000",0.00,"1","0","1","0","01","33","01","33","1","2",,"1L",,"BALTIM","E",130.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"HENRICO","087","","","","N","",,"WHILE CROSSING FROM TRACK 3 TO TRACK 2, DERAILMENT OCCURRED. INCIDENT RESULTED IN RELEASE OF 2LBS OF","SODIUM CHLORATE, STCC 491823.","","","","","","","","","","","","","","0",0.00,0.00,
,"08","03","CSX","000044795",,,"","","08","03","CSX","000044795",,"","08","03","27",5.00,50.00,"PM","01",0.00,0.00,0.00,0.00,"GREAT LAKE","AVON","0009.0","18",44.00,"2","3","004","E","Y590","3",0.00,"7","Y","4 AND 5 CROSSOVER","1","000000","2","SOO","601281","005","N","","","000","",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,3535.00,46000.00,"M405","",0.00,0.00,0.00,0.00,"M405","2","1","004",49535.00,,"18C097",0.00,"000000",0.00,"1","0","1","0","02","20","02","20","1","4",,"1L",,"GREAT","N",83.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"MARION","097","","","","N","",,"DERAILMENT OCCURRED WHEN CREW PULLED OUT OF 24 CLASS THEN SHOVED INTO 9 DEPARTURE.#","","","","","","","","","","","","","","","0",0.00,0.00,
,"08","03","CSX","000044799",,,"","","08","03","CSX","000044799",,"625105S","08","03","27",6.00,0.00,"PM","07",0.00,0.00,0.00,0.00,"JACKSONVILLE","OXFORD","0755.1","12",78.00,"2","1","059","R","Q741","2",1933.00,"1","Y","#1 MAIN","4","000044","1","CSXT","005326","001","N","","","000","",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19254.00,0.00,"M304","",0.00,1.00,0.00,1.00,"M304","1","4","059",19254.00,,"12C119",1.00,"000000",0.00,"1","0","1","0","05","40","05","40","1","3",,"1L",,"JACKSO","E",271.00,,"2008",0.00,0.00,0.00,0.00,0.00,1.00,"SUMTER","119","","","","N","",,"Q74125 STRUCK TRACTOR-TRAILER CROSSING TRACKS. ENGINEER BLOWING HORN AND THOUGHT TRUCK WAS GOING TO","MAKE IT ACROSS TRACKS BUT AS GOT CLOSER REALIZED TRUCK WOULD NOT CLEAR CROSSING IN TIME. DRIVER CITE","D. NO INJURIES TO TRAIN CREW BUT TRUCK DRIVER SUSTAINED MINOR INJURIES.","","","","","","","","","","","","","0",0.00,0.00,
"K","08","03","CSX","000044815","08","03","ATK","107529","08","03","CSX","000044815",,"","08","03","25",9.00,38.00,"AM","09",0.00,0.00,0.00,0.00,"JACKSONVILLE","ALTAMONTE SPGS","0779.0","12",70.00,"2","1","000","","","",0.00,"",,"MAINLINE","4","000018","1","","","000","","","","000","",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"M404","",0.00,0.00,0.00,0.00,"M404","1","4","057",50000.00,,"12C117",0.00,"000000",0.00,"0","0","0","0","","","","","2","3",,"1L",,"JACKSO","",195.00,,"2008",0.00,0.00,0.00,0.00,0.00,0.00,"SEMINOLE","117","","","","","",,"AMTRAK P09124 STRUCK A FORKLIFT THAT WAS WORKING NEXT TO THE MAINLINE TRACK. THE FORKLIFT WAS LOADED","WITH A PIECE OF HOLLOW STEEL, WHICH THE TRAIN STRUCK CAUSING EXTENSIVE DAMAGE TO BAGGAGE CAR.^","","","","","","","","","","","","","","",0.00,0.00,
